review,label
bagus nyaman st kereta sawah makan standar siar tv nya mustinya staff ramah bantu no deposit,service
kamar sesuai foto sarap pagi nya lmyn chek cepat n pakai deposit nya gang ac on keran wastafel nya ok,service
suka twin bed room banding double bed room lengkap wifi kamar rusak pegawai ramah,service
ruang kes sempit airy kamar lantai jendela hot shower ruko jadi hotel boring kamar situasi kamar layan wifi kencang air mineral air galon isi hotel masuk eco standard,service
layan ramah gang jalan masuk kamar nya ac nya dingin nyamuk,service
pelanyanan cuman chanel tv ya,service
layan kamar nyaman cuman sayang bau rokok kamar,service
layan ramah hotel kamar mandi sayang air panas malam nyala kecewa,service
susah hubung wifi lantai tugas hotel ramah,service
staff ramah wifi kamar jangkau,service
resepsionis ramah acnya dingin,service
overall oke ac dingin cat lapuk cat ulang pegawai ramah mana,service
kali nginap kamar luas loaksai strategis sarap enak layan ramah wifi lot dikit,service
layan channel tvnya kadang erorr,service
layan ramah breakfast ganti pakai sahur antar kamar sayang wifi ac nya jalan,service
layan ramah tamu lokasi strategis stasiun menit jalan kaki sayang wifinya kamar,service
kamar rapi layan muas pintu kamar mandi water heater baik,service
layan kamar oke sesuai harga kamar mandi butuh harum bau pesing channel tv tonton poor signal overall hotel letak strategis cocok urus daerah kuningan sisi plus cari makan hotel mudah,service
layan fasilitas sesuai harga ac berisik,service
puas sih kamar luas ranjang twin nya lebar staff resepsionis ramah helpful kecewa wifi mati alias akses baik cekout kunjung pakai,service
ya lumayan budget segitu layan ramah kasih bintang kamar mandi nya blower bau,service
layan ramah air panas kamar mandi wifi hubung cahaya minim,service
karyawannya ramah cuman sih i kamar ser property airy tlf fo nya sadar sih i airy fouchernya ket airynya air panas dingin mandi cuman air dingin konfrmasi cuman kamar standar air panas brti ket hotelx boong,service
kamar nya oke bagus rapi ac dingin ramah wifinya parah dipake,service
kamar luas nya masuk gang sinyal wifi stabil staff ramah parkir luas,service
kamar bagus karyawan ramah sarap wita bikin payah andai turun kamar ain good,service
bagus sinyal kamar wifi nyaman layan,service
kamar nyaman minimal reseptionis ramah air ac bocor alir pintu air shower kali hidup bau atap kamar tikus channel tv restaurant tutup jam malam buku room service tulis close jam malam mohon baik,service
bau berisik ganti type room refund serba lokasi rumah tmpat mkan indomaret alfamart staf sih tentu airy langsung nginap kesana,service
sarap service,service
staff ya ramah air panas panas,service
layan ramah kamar nya dingin air mandi panas,service
layan jaring wifi nya,service
layan ac dingin air da air panas,service
layan ramah tv nya,service
layan mobil cuci sayang kamar tv flat air panas fungsi lebih muas,service
nya nyaman banget layan ramah air kamar mandi nya ac nya dingin,service
layan ramah ac dingin kesel nya reservasi daftar hotel tv hotel remotnya fungsi tambah jaga kantin kembali bicara apa,service
layan ok hotel jam malam tunggu debit air shower kamar mandi baik dikit sok far rekom deh,service
ramai susah cari minimarket indomaret alfa akses pinggir jalan customer servicenya ramah ac nya pas subuh dingin harga fasilitas good,service
pelayananya ramah sayang wifinya susah,service
cek lancar ac nya dingin,service
suasana hotel jadul senang kayak china town stasiun gambir staff hotel ramah sarap enaaaaaak fasilitas kamar fungsi wifi kuat kamar lantai worth suka nuansa zaman terima kasih airy rooms,service
breakfastnya enak staff layan ramah ac dingin,service
view bagus layan bagus ac dingin,service
antar bandara gratis wifinya baik kali coba connect gagal ip over all staff sopan ramah,service
nyaman receptionist ramah malam tamu telpon depan receptionist pintu batas ruang biar buka tugas malam rawa kurus shg suara dengar kanar,service
jaring kamar wifi telefon rusak pesan makan bawah resepsionis nya oke cepat ramah,service
layan ramah sesuai gambar strategis mudah akses mana kualitas wifi baik jaring lambat suasana nyaman relax,service
staf cepat tanggap ramah makan lumayan lokasi mega mall desain hotel antik sayang lantai kamar mandi desain bagus mandi air alir buang air mandi panas,service
layan bagus suasa nyaman pas masuk kamar bau kamper krasa bgt,service
layan muas makan enak kamar mandi bau over all ok,service
staf ramah responsif bantu cepat butuh,service
layan staf sopan bantu,service
resepsionis ramah informasi ramah,service
layan hotel istimewa staf sigap atas minta cepat,service
staf helpful banget bantu senyum wajah,service
resepsionis ramah layan informatif,service
staf hotel profesional bantu butuh tamu,service
layan staf ramah akomodasi butuh,service
staf perhati layan baik inap,service
layan cepat efisien staf sopan ramah,service
resepsionis bantu informasi,service
staf hotel kesan penuh perhati tamu,service
layan kamar staf responsif butuh tamu,service
staf ramah saran bantu,service
resepsionis informatif pandu inap,service
staf hotel profesional layan inap,service
layan staf friendly bantu,service
layan hotel staf ramah bantu,service
kes ramah profesionalisme staf hotel,service
staf hotel responsif butuh tamu layan cepat efisien,service
layan kamar bersih rapi jaga,service
puas tingkat perhati ramah staf hotel,service
tepat layan kamar tanggap sigap minta tamu,service
staf hotel layan senyum,service
layan restoran hotel muas staf ramah bantu,service
harga tamu layan staf hotel,service
kualitas layan konsisten staf hotel,service
layan concierge bantu informasi lengkap,service
staf hotel peduli butuh tamu tahu,service
layan kamar muas bersih rapi,service
kes sedia staf hotel bantu tamu,service
sopan ramah staf hotel interaksi,service
layan resepsionis cepat informatif proses check in,service
staf hotel layan kecuali ramah sigap,service
senang tingkat profesionalisme peduli staf hotel,service
kualitas layan staf baik,service
layan kamar staf jaga bersih,service
staf hotel sigap tanggap minta keluh tamu,service
tepat layan concierge layan informatif,service
layan restoran muas staf perhati ekstra tamu,service
kes sedia staf hotel bantu,service
ramah sabar staf hotel tamu,service
layan kamar staf hotel jaga bersih rapi,service
staf hotel layan ramah informatif,service
sigap staf hotel selesai minta tamu cepat,service
layan resepsionis ramah bantu proses check check out,service
kualitas layan staf perhati maksimal,service
staf hotel terampil tangan situasi kompleks,service
layan concierge informatif bantu,service
ramah peduli staf hotel alam inap istimewa,service
layan kamar staf jaga bersih nyaman,service
staf hotel sigap tanggap minta tamu cepat,service
sigap staf hotel selesai timbul inap,service
layan restoran staf perhati khusus tamu,service
kes tingkat ramah sopan staf hotel,service
kualitas layan staf baik,service
layan kamar staf jaga bersih sempurna,service
staf hotel ramah responsif butuh tamu,service
layan concierge bantu informatif,service
ramah sigap staf hotel layan istimewa,service
layan kamar staf jaga bersih,service
staf hotel paham butuh tamu layan,service
tepat layan concierge layan informatif,service
layan restoran muas staf perhati ekstra tamu,service
staf hotel sigap tanggap minta tamu,service
sigap staf hotel tanggap situasi kompleks,service
layan kamar staf hotel jaga bersih,service
layan sarap pagi laku syarat jam pagi ters,service
layan ramah,service
sopan,service
layan nya ramah sahabat,service
inap pintu gerbang tutup rapat tekan bel indak buka,service
breakfast enak bagus tidur orang buka pintu kamar tidur kamar kunci tamu tugas mohon perhati,service
kamar sederhana makan sarap pagi enak layan makan nyaman,service
staf griya amartha obrol teriak lorong pagi buta ganggu istirahat,service
kamar bagus layan senang,service
resepsionis available hours check resepsionis menelfon tunggu ketik check out tunggu menit layan resepsionis kucing bau busuk inap internet,service
kamar nyaman kamar lantai lift dugas cowok jutek konfirmasi earlu cek inap tyt bs,service
layan ramah tamu tuntun kamar bayar mere,service
ac mati keset layan,service
kecewa nya susah d cari kamar mandi pengap bau ac dingin tetes milik nya amat sopan cocok milik inap kayak rem pasar kemarin kamar tangg,service
sesuai espektasi kamar sempit pintu kamar mandi rusak cek tunggu malam suara berisik atap kamar nyaman,service
layan buruk mohon baik,service
layan sopan tertawa bahak bahak tatap remeh tamu,service
kamar panas ac proses check lancar tepat jaga inap rumah,service
layan not such a nice service and place sok worth the price,service
layan kamar semut semprot nyamuk respon dingin cuek,service
check sesuai informasi hotel cantum check jam fakta check jam,service
layak hotel inap airy room kenal bersih nyaman harga lumayan standar dar numpang tidur prrbaiki deh manajemen terimabkasih,service
layan bantu bawa barang sulit masuk kamar bau apek jam bantu wangi,service
backpacker bagus jaga nya buka pintu kalo pulang jam malam,service
